,name
6927,Jeayuk Deopbap
6928,Kimchi Jjigae
6929,Double Cheese Prata
6930,Sausage Cheese Prata
6931,Crispy Plain Prata
6932,Magic Meatless Murtabak
6933,Teh Halia
6934,Mee Goreng
6935,Twisty Bread
6936,3pc Chix Combo
6937,3pc Chix Combo
6938,Aso Ramen + 3 Pcs Gyoza Set
6939,GF09. Half Spring Chicken
6940,1 Pc Chashu Curry Ramen + Fried Chicken + Iced Lemon Tea
6941,3. Nine Fresh Signature 九鲜招牌
6942,Mixed Bases
6943,Cheese Xplosion Pizza
6944,Twisty Bread
6945,6pcs Cinnamon Breadsticks
6946,Ice Kacang
6947,Jelly with Mixed Fruit
6948,Longan with Ice Jelly
6949,Jelly with Mixed Fruit
6950,Mango Kacang
6951,Ice Kacang
6952,Longan with Ice Jelly
6953,Jelly with Mixed Fruit
6954,Ice Kacang
6955,Longan with Ice Jelly
6956,Ice Kacang
6957,Jelly with Mixed Fruit
6958,Sweet and Sour Fish with Rice
6959,Sambal Ayam
6960,W1. Crispy Cutlet With Honey Mustard Sauce
6961,Kid's Meal Fish Fillet Rice 儿童鱼扒饭
6962,Salted Egg Chicken Rice Set 咸蛋鸡丁饭
6963,Stir-fried Bee Hoon 干炒米粉
6964,Kampung Fried Rice 家乡炒饭
6965,Salted Egg Chicken Rice Set 咸蛋鸡丁饭
6966,Kid's Meal Fish Fillet Rice 儿童鱼扒饭
6967,Sweet & Sour Chicken Set 酸甜鸡肉饭
6968,Mee Goreng 马来炒面
6969,Salted Egg Chicken Rice Set 咸蛋鸡丁饭
6970,Kid's Meal Chicken Cutlet Rice 儿童炸鸡扒饭
6971,Seafood Fried Rice with Olive Vegetables 海鲜橄榄炒饭
6972,Salted Egg Chicken Rice Set 咸蛋鸡丁饭
6973,Salted Egg Chicken Rice Set 咸蛋鸡丁饭
6974,Kid's Meal Fish Fillet Rice 儿童鱼扒饭
6975,French Toast With Texas Chicken And Chicken Bacon
6976,French Toast with Grilled Salmon
6977,Ayam Goreng (Fried Chicken Set)
6978,Ikan Panggang + Sotong Panggang Set (Grilled Fish + Squid Set)
6979,Ayam Panggang + Sotong Panggang Set (Grilled Chicken + Squid Set)
6980,E2 雪梨排骨汤 Double-boiled Spare Rib Soup with Chinese Yam and Snow Pear
6981,B18 皮蛋爽肉粥 Century Egg and Shredded Pork Congee
6982,6. Pearly Bean Curd 珍珠芒果晶球豆花
6983,Create Your Own Specials
6984,3. Nine Fresh Signature 九鲜招牌
6985,3. Nine Fresh Signature 九鲜招牌
6986,6. Pearly Bean Curd 珍珠芒果晶球豆花
6987,6. Pearly Bean Curd 珍珠芒果晶球豆花
6988,3. Nine Fresh Signature 九鲜招牌
6989,Create Your Own Specials
6990,6. Pearly Bean Curd 珍珠芒果晶球豆花
6991,6. Pearly Bean Curd 珍珠芒果晶球豆花
6992,Create Your Own Specials
6993,6. Pearly Bean Curd 珍珠芒果晶球豆花
6994,3. Nine Fresh Signature 九鲜招牌
6995,Stir-fried Beef Hor Fun
6996,Omelette Served with French Fries & Salad
6997,XXL Crispy Chicken
6998,Handmade Oyster Mee Sua
6999,Grilled Mutton 碳烤羊肉串 
7000,Grilled Potato 碳烤土豆 
7001,Grilled Chicken 碳烤鸡肉串
7002,Roasted Duck Roasted Pork 烧鸭烧肉
7003,Fried Rice 炒饭 
7004,Grilled Beef 碳烤牛肉串 
7005,Fried Egg & Tomato 番茄炒蛋 
7006,Spicy Diced Chicken 辣子鸡 
7007,Sour Vegetable Fish Fillet 老坛酸菜鱼
7008,Grilled Squid 炭烤鱿鱼 
7009,Customized Bento
7010,Yakitori Stick
7011,Double Prosperity Chicken Upsized Meal
7012,Braised Beancurd 卤豆干
7013,Braised Taupok 卤豆卜
7014,Yew Kee Set 友记鸭饭
7015,麻婆豆腐 Mapo Tofu
7016,海鲜炒饭 Seafood Fried Rice
7017,西兰花炒虾仁 Fried Shrimp with Broccoli
7018,重庆辣子鸡 Chong Qing Spicy Chicken
7019,Spicy 中辣
7020,Spicy Chicken 山城辣子鸡
7021,Spicy 中辣
7022,S3. La La Seafood Bee Hoon & Prawn Paste Wings  啦啦海鲜百米粉 + 虾酱鸡
7023,Pu-er Chrysanthemum Tea
7024,Deluxe Breakfast Platter Ala Carte
7025,Fish Fillet Omelette Rice
7026,Pork Kimchi Soup Set
7027,Hotplate Chicken and Pork Set
7028,(01-26) La La and Prawn White Meehoon
7029,(01-37) Beijin Dumpling (Chives Pork)
7030,(01-37) Steamed Dumpling (Chives Pork)
7031,(01-25) Bubur Hitam
7032,(01-25) Sea Coconut Ice Jelly
7033,B5. Seafood Salad
7034,I12. Basil with Rice and Egg
7035,Dahi Batata Puri
7036,Pani Puri
7037,Pork Thai Boat Noodle
7038,Beef Thai Boat Noodle
7039,SL09. Seafood Glass Noodle Salad
7040,01. Big Pau Pork 大包
7041,27. Steamed Yam Cake 芋头糕
7042,02. Char Siew Pau 叉烧包
7043,16. Chicken Glutinous Rice 糯米鸡
7044,2. Ban Mian 板面
7045,11. Minced Meat Noodle Dry 炸酱面干
7046,C01 Salmon Chirashi
7047,Double Prosperity Beef Meal
7048,Double Prosperity Beef Meal
7049,Texas Chicken Double Toast
7050,Tomato Salad With Dashi Sauce
7051,Chicken Chop
7052,Chicken Cream Penne
7053,Rice
7054,½ Chicken
7055,Plain Chicken Rice
7056,Gyu Stamina
7057,2 Chao Yuan Sliced Abalone Minced Meat Noodles (鲍鱼片肉脞面) + 1 Meatball Soup（肉圆汤）
7058,Spaghetti With Chicken Chop 鸡扒意大利面
7059,Half
7060,Yang Zhou Fried Rice
7061,Laksa 叻沙
7062,Abalone Noodle Meal 鲍鱼面
7063,Meatball Soup 肉圆汤
7064,Teochew Handmade Meatball Noodle  潮州手工肉圆
7065,Cold Tofu Skin 凉拌豆腐皮
7066,Chongqing Spicy & Sour Noodle 重庆酸辣粉
7067,Cold Tripe 凉拌牛肚
7068,Chicken Leg in Pickled Sauce 泡椒凤爪
7069,Cold Shredded Potato 凉拌土豆丝
7070,Saba Teriyaki Don
7071,Unagi Don
7072,Truffle Yakiniku Steak Don
7073,鱼圆面 Fishball Noodles 
7074,香菇肉脞面 Mushroom Minced Meat Noodles
7075,香菇肉脞面 Mushroom Minced Meat Noodles
7076,鱼圆面 Fishball Noodles 
7077,鱼圆面 Fishball Noodles 
7078,香菇肉脞面 Mushroom Minced Meat Noodles
7079,鱼圆面 Fishball Noodles 
7080,香菇肉脞面 Mushroom Minced Meat Noodles
7081,鱼圆面 Fishball Noodles 
7082,香菇肉脞面 Mushroom Minced Meat Noodles
7083,FISH’N CRISP CROISSAN'WICH® Meal
7084,Fish Maw 鱼鳔
7085,C1. Seafood Soup Set 海鲜套餐
7086,Burnt Cheesecake
7087,09. Siew Mai 烧卖
7088,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
7089,31. Steamed Pork Ribs 排骨
7090,07. Custard Pau 奶黄包
7091,16. Chicken Glutinous Rice 糯米鸡
7092,02. Char Siew Pau 叉烧包
7093,30. Chicken Claw 凤爪
7094,21. Fried Sotong Roll 腐皮卷
7095,20. Xian Zhu Roll 鲜竹卷
7096,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
7097,17. Spring Roll 春卷
7098,28. Chee Cheong Fun Prawn 猪肠粉-虾
7099,Home Hero 住家英雄套餐
7100,18. Fried Yam Dumpling 芋角
7101,30. Chicken Claw 凤爪
7102,31. Steamed Pork Ribs 排骨
7103,26. Fried Carrot Cake 萝卜糕
7104,OL1 Orh Luak
7105,RC3 Stone Pot Seaweed Beancurd Slices Rice
7106,S25. Handmade Dumpling Soup
7107,CC1 Carrot Cake
7108,Prosperity Yu Sheng Abalone 鸿运发财鱼生-鲍鱼
7109,Sushi Tei Prosperity Yusheng (Medium) [2-4 pax]
7110,Jing Syuan Tea
7111,Sharing Set for 2
7112,Strawberry Soda
7113,Single Bundle Plus For 1 - 2
7114,Popcorn Chicken
7115,Popcorn Chicken
7116,Single Bundle Plus For 1 - 2
7117,Single Bundle Plus For 1 - 2
7118,Popcorn Chicken
7119,Single Bundle Plus For 1 - 2
7120,09. Siew Mai 烧卖
7121,32. Century Egg Pork Porridge 皮蛋瘦肉粥
7122,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
7123,10. Prawn Dumpling 虾饺
7124,03. Bean Paste Pau 豆沙包
7125,17. Spring Roll 春卷
7126,10. Prawn Dumpling 虾饺
7127,07. Custard Pau 奶黄包
7128,09. Siew Mai 烧卖
7129,02. Char Siew Pau 叉烧包
7130,P13. Plain Prata
7131,Plain Prata 2pc
7132,Plain Prata 2pc
7133,Plain Prata 2pc
7134,Tom Yum Chicken Soup
7135,Deep Fried Spring Roll
7136,"Deep Fried Garlic (Chicken,Pork,) With Rice & Egg"
7137,"Deep Fried Garlic (Chicken,Pork,) With Rice & Egg"
7138,Tom Yum Chicken Soup
7139,Deep Fried Spring Roll
7140,C208D. Deep-fried Spring Roll (8pcs)
7141,C530D. Sliced Iberico Pork Belly Tomato Soup Thick Bee Hoon 
7142,Pepsi
7143,Large
7144,Salad Set
7145,Sandwich Set
7146,Sandwich Set
7147,Fried Dough Sticks (油条)
7148,1. Signature Porridge 招牌粥
7149,Spicy SINGA Dumplings 狮城钟水饺
7150,Create Your Own Mala Set
7151,3 for $21
7152,Rocky Choco Crunch
7153,Chili Oil Chive Dumplings 红油韭菜饺子 (6 Pieces)
7154,Spicy Sesame Oil Noodle 香辣麻油面
7155,Lychee Oolong Tea
7156,Fresh Milk Tea
7157,Mala 3pc Chicken
7158,Mala 3pc Chicken
7159,Chilli Crab Long Chicken Meal
7160,Mountain Monster Curry (For 2 PAX)
7161,Pork Shabu-Shabu Omelette Curry
7162,Salted Caramel Milk Tea - Large
7163,Black Sugar Konjac Jelly Milk Tea - Large
7164,Kway Teow Mutton Keema
7165,Masala Chicken Briyani
7166,Mutton Briyani
7167,Crispy Plain Prata
7168,003 2 Pcs Chicken Wing Set
7169,N15. Nasi Ayam Penyet
7170,D101. Yakult Green Apple
7171,Signature Roasted Chicken for 1 Pax 招牌烧鸡饭一人份
7172,Chicken Rice 油饭
7173,Nasi Ayam Penyet
7174,Grape Ice Blended
7175,Red Watermelon Juice 西瓜汁
7176,B + C
7177,Lemon Juice 柠檬汁
7178,A + B
7179,Red Watermelon Juice 西瓜汁
7180,A + A
7181,B + C
7182,Seafood Hor Fun 海鲜河粉
7183,Tau Suan 豆萱
7184,Red Bean Soup 红豆汤
7185,Aiyu Jelly with Cocktail 什果爱玉
7186,Pulut Hitam 黑糯米
7187,"Crispy Noodle 生面
"
7188,(01-20) Handmade Fish Dumpling Noodle
7189,Pork Kimchi Dumpling
7190,Kimchi Pork Belly Stew
7191,Fresh Mango Bingsu
7192,Blueberry Sparkling (L)
7193,Blueberry Sparkling (L)
7194,Fresh Mango Bingsu
7195,(U.P. 21.20) Mega Combo A (Sushi)
7196,Medium 
7197,Ban Mian  干捞板面
7198,Ban Mian  干捞板面
7199,Spinach Minced Meat Sliced Fish Soup 苋菜肉碎鱼片汤
7200,Ban Mian  干捞板面
7201,8 Pcs 8片
7202,Ban Mian  干捞板面
7203,Spinach Minced Meat Sliced Fish Soup 苋菜肉碎鱼片汤
7204,Specialty Noodle 特制面
7205,Fish Ball Minced Meat Noodle 鱼圆肉脞面
7206,"Hokkien Fried Prawn Mee 炒虾面
"
7207,Curry Venison Rice 咖喱鹿肉饭
7208,2 Pcs
7209,Chicken Mac Spicy
7210,Classic Chicken Wrap
7211,2 Pcs
7212,3 Pcs Meal
7213,Classic Chicken Wrap
7214,3 Pcs Meal
7215,Jumbo Kani Fry
7216,Ebi Katsu
7217,Pork Kimchi Udon
7218,Creamy Crab Croquette 
7219,Set K. Nasi Lemak Ayam Taliwang Set
7220,Amazing Duo
7221,Prosperity Chicken Burger®
7222,Hotplate Pork Set 铁板猪肉
7223,Salmon & Teriyaki Chicken Bento 三文鱼照烧鸡扒饭盒
7224,Beef Don 牛肉井
7225,Instant Noodle
7226,Choco Banana
7227,Chicken Ham and Sausage Baked Rice
7228,Tuna Salad Thin
7229,Long Black - Regular
7230,Egg Fried Rice With Seasoned Prawns
7231,Chicken Chop
7232,Kimchi
7233,Orange Juice
7234,Set F 套餐F
7235,Yellow Bean Fritter 黄豆-煎堆
7236,You Tiao 油条
7237,Carrot Cake 罗卜糕
7238,Potato Curry Puff 马铃薯咖喱角
7239,Coke 可乐
7240,Set D 套餐D
7241,Zinger Stacker Meal
7242,Zinger
7243,2 pcs Chicken Meal
7244,BBQ Pockett
7245,BBQ Pockett
7246,Zinger
7247,Medium
7248,Zinger
7249,Zinger
7250,Egg Masala Dosa
7251,Chicken Dosa
7252,Aloo Prata
7253,Chicken Fried Rice
7254,Kuey Teow Goreng Combo
7255,Crabby Angel Hair
7256,Hazelnut Milk Tea Large
7257,Yakult Green Tea Large
7258,Yakult Green Tea Large
7259,Yakult Green Tea Large
7260,Hazelnut Milk Tea Large
7261,WF16. Braised Spinach Beancurd With Assorted Mushroom 三菇扒菠菜豆腐
7262,SO03. Sweet Corn And Crab Meat In Thick Soup 蟹肉粟米羹
7263,WF08. Sauteed Cod Fish Fillet With Celery & Preserved Black Olives 榄角西芹炒鳕鱼球
7264,FR16. Steamed Rice 白饭
7265,Wagyu Char Siu 和牛叉燒
7266,Baby Cabbage in Soya Milk 豆漿娃娃
7267,Seafood Crackling Rice Soup 海鲜泡饭
7268,Gyoza Ebi With Rice
7269,Gong Bao Hericium Erinaceus Rice 宫保猴头菇饭
7270,Stir-fried Seafood White Bee Hoon 海鲜白米粉
7271,BBQ Pockett Meal
7272,McGriddles Stack Meal
7273,REG:Boston Clam Chowder (GF)
7274,REG:Velvety Mushroom Stroganoff (GF)
7275,REG:Tangy Tomato with Basil (V)(GF)(Spicy)
7276,Mild Spicy
7277,Enoki Mushroom
7278,Luncheon Meat
7279,Seaweed Chicken
7280,Glass Noodles
7281,Bg Taopok with Fish Paste
7282,Bg Taopok with Fish Paste
7283,Luncheon Meat
7284,Mild Spicy
7285,Enoki Mushroom
7286,Luncheon Meat
7287,Enoki Mushroom
7288,Mild Spicy
7289,Glass Noodles
7290,Happiness Burger
7291,Braised & Boiled Sliced Fish 水煮鱼片
7292,White Rice 白饭
7293,Fried Pork with Cumin 孜然猪
7294,Egg Thosai
7295,Plain Thosai
7296,Nasi Goreng
7297,Assam Fish Head 亚三咖喱鱼头
7298,Tea with Mango
7299,Tea with Mango
7300,鱼圆汤 Fishball Soup
7301,鱼圆汤 Fishball Soup
7302,"Otah & Fish Cake, Luncheon Meat & Cabbage & Egg Bee Hoon Set 鸡翅膀 + 鱼饼 + 午餐肉 + 蛋米粉套餐"
7303,"Otah & Fish Cake, Luncheon Meat & Cabbage & Egg Bee Hoon Set 鸡翅膀 + 鱼饼 + 午餐肉 + 蛋米粉套餐"
7304,Fried Kway Teow 炒粿条
7305,Mee Goreng Mutton
7306,Old School Char Siew Wanton Egg Noodle ( Dry)  古早叉烧云吞全蛋面 ( 干捞）
7307,Braised Chicken Feet with Mushroom Egg Noodle 香菇凤爪全蛋面
7308,Yole Box Medium 0.5L
7309,Cheese & Onion Prata
7310,Regular
7311,01. Roasted Chicken Rice
7312,Ayam Panggang Bekakak
7313,Large 700ml 大杯
7314,A3. Peach Oolong Tea 十里桃花
7315,A2. Orange Delight 灯火阑珊
7316,A3. Peach Oolong Tea 十里桃花
7317,Signature Soy Sauce Chicken Rice 酱油鸡饭
7318,Braised Eggs 卤蛋
7319,Cheesy Zinger Double Down Buddy Meal
7320,Set A
7321,24.Rice 24.白饭 
7322,10.药材帝王鸡Herbal Imperial Chicken 
7323,Rice 白饭
7324,110. Steamed Pork Ribs 豉汁排骨
7325,169. Vietnamese Spring Roll
7326,169. Vietnamese Spring Roll
7327,168. Black Sesame Lava Ball
7328,Rice 白饭
7329,110. Steamed Pork Ribs 豉汁排骨
7330,162. Portuguese Egg Tart 两个葡式蛋挞
7331,W0715D. HK Milk Tea
7332,Orange Almond Wheel 4-inch
7333,Orange Almond Wheel 4-inch
7334,Aglio Olio
7335,Beef Steak
7336,Extremely Mac & Cheesy Beef Flatbread
7337,Chicken Bacon Flatbread
7338,Subway Melt™ Flatbread
7339,Extremely Mac & Cheesy Beef Flatbread
7340,Black Pepper Beef Set
7341,Fried Chicken Set
7342,Asam Pedas Gravy
7343,Asam Pedas Fish Set
7344,Goreng Pisang
7345,Beef Rendang Set
7346,Mee Hoon Goreng
7347,Bandung Juice
7348,501.1. Tuna Salad
7349,122. Mushroom Curry
7350,104. Hamburg Curry
7351,501.1. Tuna Salad
7352,100. Pork Cutlet Curry
7353,Little
7354,Stamina Champion Tsukemen
7355,Sardine Toast
7356,Curry Chicken Bundle Set 
7357,Double Soya Sauce Chicken Or Curry Chicken Bundle Set 
7358,M White (Melbourne Flat White)
7359,Chyepoh Omelette
7360,Plain Porridge
7361,Salted Vegetable with Bean Curd
7362,White Rice
7363,Plain Porridge
7364,White Rice
7365,Chyepoh Omelette
7366,Steamed Minced Meat with Chestnut 马蹄蒸肉饼
7367,Regular
7368,White Rice 白饭
7369,Regular
7370,Signature Pig Organ Soup 猪什汤不选料
7371,Nai Bai Cai in Oyster Sauce 奶白菜
7372,Crispy Sweet Potato Fries 脆皮地瓜
7373,Taiwan Sweet and Sour Chicken Rice 台式酸甜鸡饭
7374,Salted Crispy Chicken Rice 盐酥鸡饭
7375,Golden Oolong Tea - Large
7376,Hokkaido Chizu Matcha - Large
7377,Free Heineken 0.0
7378,Roasted Duck 烧鸭
7379,Roasted Char Siew Roasted Pork 叉烧烧肉
7380,Roasted Char Siew Roasted Pork 叉烧烧肉
7381,Roasted Char Siew Wanton Noodle 叉烧云吞面
7382,Roasted Duck Roasted Pork 烧鸭烧肉
7383,Roasted Char Siew Roasted Pork 叉烧烧肉
7384,Roasted Char Siew Wanton Noodle 叉烧云吞面
7385,Roasted Char Siew Roasted Pork 叉烧烧肉
7386,Iced Milo (Large)
7387,Kopi (Large)
7388,Kopi (Large)
7389,Fries (Large)
7390,WHOPPER® Meal
7391,N16. Chapati
7392,2. Koo Kee Special Noodle (高记招牌面)
7393,Mozzarella Cheese Prata
7394,Bibimbap Bowl 碗装拌饭碗
7395,BBQ Saba Set 铁板鱼套餐
7396,Claypot Chicken Rice (Kekwa)
7397,Popiah (2 Rolls) (Anggerik)
7398,Sesame Oil Chicken (Kekwa)
7399,Cheesy Licky Eggwich
7400,3 in 1 Riceballs
7401,Kaya Cheese Pancake
7402,11. Meat & Century Egg Congee
7403,2. Peanut & Minced Meat Congee
7404,4.Salmon + Beef 三文鱼+牛肉 饭盒
7405,A2. Sunny Egg 荷包蛋
7406,1.Salmon + Teriyaki Chicken Bento 三文鱼+照烧鸡扒饭盒 
7407,Customized Bento
7408,Lontong Kering
7409,GF4. Spicy Cheesy Crispy Chicken
7410,GF6. Chicken Parmigiana
7411,Penang Curry Chicken With Rice
7412,Penang Assam Laksa
7413,65 Bean Curd with Prawn Roll 鲜竹卷
7414,196 Chicken Feet 鸡脚
7415,28 BBQ Pork Bun 香港叉烧包
7416,4 Fried Prawn Roll 炸虾卷
7417,33 Fried Banana with Mango Roll 金蕉香芸卷
7418,29 Sweet Sour Fish Maw with Pork 酸甜鱼鳔
7419,1 Shrimp Dumpling 虾饺
7420,187 Siew Mai 烧卖
7421,235 Honey Lemon Tea 蜂蜜柠檬茶
7422,31 Vegetarian Bean Curd Roll 罗汉斋
7423,174 BBQ Pork Rice 饭菜
7424,201 Century Egg & Minced Pork Porridge 皮蛋肉碎粥
7425,69 Potato Prawn Roll 薯条虾卷
7426,Kaya Butter Toast
7427,Chwee Kueh
7428,Chee Cheong Fun
7429,Kway Teow Mee and Bee Hoon Set
7430,Bee Hoon Set
7431,Bee Hoon Set
7432,Kway Teow Mee and Bee Hoon Set
7433,Fried Beancurd
7434,Bee Hoon Set
7435,Bee Hoon Set
7436,Kway Teow Mee and Bee Hoon Set
7437,Bee Hoon Set
7438,Kway Teow Mee and Bee Hoon Set
7439,Bee Hoon Set
7440,Kway Teow Mee and Bee Hoon Set
7441,Kway Teow Mee and Bee Hoon Set
7442,Bee Hoon Set
7443,Bee Hoon Set
7444,Bee Hoon Set
7445,Kway Teow Mee and Bee Hoon Set
7446,Bee Hoon Set
7447,Kway Teow Mee and Bee Hoon Set
7448,Duck with Salted Vegetable Soup
7449,Ginseng Chicken Soup
7450,Ginger Onion Meat with Rice
7451,Chicken Chop & Egg with Rice
7452,Duck 烧鸭 - Half 半只
7453,T901TD. Iced Thai Milk Tea
7454,T610TD. Prawn Omelette With Rice
7455,Old Cucumber Pork Ribs Soup
7456,Half 半
7457,Plain Rice 饭
7458,McGriddles Stack Meal
7459,D2. Black Fungus美极木耳
7460,Set A
7461,Set B
7462,Set D
7463,D2. Black Fungus美极木耳
7464,Set D
7465,Set B
7466,D2. Black Fungus美极木耳
7467,Sweet Potato Fries 
7468,Ultimate Spicy Truffle Mayo Angus Beef Meal
7469,Cheesy Zinger Double Down
7470,Beef Pepper Rice Bowl
7471,Chicken Pepper Rice Bowl
7472,905. Tom Yum Seafood Soup
7473,101. Clams
7474,Buddy Meal A: 2 X Nasi Lemak + Bergedil + 2 Drinks (U.P 25)
7475,Pork Special Soup Set
7476,Beef Special Soup Set
7477,Thai Fish Cake 3pc
7478,Crispy Spring Rolls
7479,Caffe Latte
7480,Mala Hotpot 麻辣香锅
7481,重庆辣子鸡 Spicy Diced Chicken
7482,Vinegar Pork Trotters 猪脚醋
7483,Stir-fried Cabbage 南乳罗汉斋
7484,Signature Pig Organ Soup 猪什汤不选料
7485,Black Vinegar Egg 醋蛋
7486,White Rice 白饭
7487,叉烧包 Char Siew Pau 
7488,连容包 Lotus Pau
7489,糯米鸡 Lor Mai Kai 
7490,烧卖 (2粒) Siew Mai (2pcs)
7491,Ee Mian
7492,2.Oat Treasure Grass Jelly 八宝燕麦仙草冻
7493,5. Black Sugar Ai-Yu Jelly 招牌黑糖爱玉冻
7494,3. Nine Fresh Signature 九鲜招牌
7495,You Tiao 油条
7496,Fried Banana 炸香蕉
7497,Spring Roll 春卷
7498,Fried Yam
7499,Potato Curry Puff 卡里脚
7500,254. Nescafe
7501,01. Plain Prata
7502,83. Mee Goreng with Chicken
7503,Beef Hor Fun
7504,Mee Goreng Beef
7505,Hor Fun
7506,Pataya Fried Rice 
7507,Kampong Table
7508,Smokey BBQ (5pcs)
7509,Pork Knuckle Single Serve
7510,(U.P. 23.6) Mega Combo B (Salad)
7511,Mega San Salad
7512,(U.P. 21.20) Mega Combo A (Salad)
7513,Mega San Salad
7514,12 pcs wings ( 6 Winglet 6 Drumlets )
7515,Sakura Rose Swiss Roll with Mascarpone Cream
7516,Marmite Chicken
7517,Cold Mixed Cucumber 凉拌黄瓜
7518,Stir-Fried Nai Bai 清炒奶白
7519,Stir-Fried Cabbage 手撕包菜
7520,Marmite Chicken
7521,Stir-Fried Nai Bai 清炒奶白
7522,Stir-Fried Cabbage 手撕包菜
7523,Banana Walnut Muffin
7524,Pain au Chocolat
7525,Strawberry Millefeuille
7526,Mille Crepe
7527,Fried 3 Joint Wing Lunch Box
7528,Banana Leaf Fish Otah
7529,Ebi Tempura
7530,C501 Stir-fried Minced Chicken with Thai Basil 九层塔炒鸡肉碎
7531,C603 Stir-fried Kai Lan with Mushroom 香菇炒芥兰
7532,C505 Honey Chicken
7533,C206 Clear Tom Yum Prawn Soup
7534,C201 Mango Salad
7535,Ginger & Onion Frog (姜葱)
7536,Tea with Passion Fruit
7537,Salmon Sashimi
7538,Gyuniku Roll
7539,Hon Maguro Sashimi
7540,Kani Ikura Fried Rice
7541,Salmon Sashimi
7542,Homemade Meat Gyoza
7543,Salmon Sashimi
7544,Salmon Sashimi
7545,Una Tama Don
7546,Sashimi Salad
7547,Salmon Sashimi
7548,Gyuniku Roll
7549,Hon Maguro Sashimi
7550,Tonkotsu Noodles
7551,Grilled Cajun Chicken
7552,Mala 3pc Chicken
7553,Mala 3pc Chicken
7554,Ultimate March Buddy Meal: 1 Nasi Lemak with Chicken Otah Meatloaf + 1 Nasi Lemak with Chicken Wing + 2 Selected drink + 1 Bergedil + 1 Fish fillet
7555,Chicken Otah Meatloaf
7556,Red Bull Mango Booster 元气满满
7557,1. Signature Wanton Noodle 招牌云吞面
7558,Ala Carte
7559,BBQ Beef + Saba Set 韩式铁板牛肉+鲭鱼套餐
7560,Beef 牛肉
7561,Kimchi Soup 酸辣泡菜汤
7562,BBQ Beef Set 韩式 铁板牛肉套餐
7563,Subway Melt™ Sub
7564,Subway Melt™ Sub
7565,Western Fried Rice
7566,Double Up Char Grilled Chicken
7567,Nuggets
7568,Batang Slice Mackerel Fish Soup 巴当鱼片汤
7569,Batang Slice Mackerel Fish Soup 巴当鱼片汤
7570,Mala Xiang Guo 麻辣香锅
7571,King’s Chicken Chop
7572,Aglio Olio
7573,Ala Carte
7574,16.Chicken Katsu & Saba Fish Set/炸鸡+沙巴鱼套餐
7575,Set 2- Salmon & Fried Chicken Cutlet Set 三文鱼炸鸡扒套餐
7576,15C. Samlon & BBQ Beef Set 三文鱼牛肉套餐
7577,Prosperity Beef Meal
7578,Tomato Cream Omurice with Shrimp & Mozzarella
7579,Hokkaido Seafood Aglio Olio
7580,Rice Noodle With Topping 米线配食材 (Customizable Spiciness Level)
7581,1. Grass Jelly Special 黑糖芦荟仙草冻
7582,3. Nine Fresh Signature 九鲜招牌
7583,Earl Grey Milk Tea 格雷伯爵奶茶
7584,Roasted Duck Rice 烧鸭饭
7585,Plain Porridge 白粥
7586,Pig's Trotter Noodle 南乳猪手面
7587,Baked Cheese Spaghetti Bolognese 焗芝士肉酱意粉
7588,Sautéed Broccoli With Minced And Fried Garlic 金银蒜炒西兰花
7589,Steamed Salted Free-Range Chicken (Half) 
7590,Fried Rice With Crab Meat And Conpoy 瑶柱蟹肉蛋白炒饭
7591,0509. Poached 'Long Hu' Garoupa Fillet with 'Yunnan' Ham in Thick Soup 金华浓汤龙虎斑球
7592,White Rice 白饭
7593,Beef Floss in Chinese Crepes 薄饼牛肉松
7594,Nanjing Special Shredded Duck Fried Noodles 老南京鸭丝炒面
7595,Medium Spicy 中辣
7596,Traditional Kaya Butter Toast
7597,Ala Carte 
7598,Soya Bean Milk
7599,Really Spicy Tuna Puff
7600,Caramel Hot Chocolate
7601,Payasam
7602,Mineral Water 500 ML
7603,Payasam
7604,Fish Mughal Briyani
7605,(01-06) Satay Chicken 10 pcs
